Voucher Type,Invoice No,Date,Ref,Dr Account,Cr.Account,Cost Center,Amount,Narration
sales,6489,19-08-2014,00629 / WRIGLEY,WRIGLEY INDIA PRIVATE LIMITED ,,00629 / WRIGLEY,7303.4,JOBNO:00629/ AWB/BL.NO.:TAOCB1400193401 dt.24/05/2014/ BE.NO.:5839053 dt.18/06/2014/ SWEETPEARL P200 (MALTITOL)/ 12 PKG/323 KGS/ RFI165-0414,
sales,6489,19-08-2014,00629 / WRIGLEY,,Agency charges,00629 / WRIGLEY,3000,JOBNO:00629/ AWB/BL.NO.:TAOCB1400193401 dt.24/05/2014/ BE.NO.:5839053 dt.18/06/2014/ SWEETPEARL P200 (MALTITOL)/ 12 PKG/323 KGS/ RFI165-0414,
sales,6489,19-08-2014,00629 / WRIGLEY,,Documentation charges,00629 / WRIGLEY,250,JOBNO:00629/ AWB/BL.NO.:TAOCB1400193401 dt.24/05/2014/ BE.NO.:5839053 dt.18/06/2014/ SWEETPEARL P200 (MALTITOL)/ 12 PKG/323 KGS/ RFI165-0414,
sales,6489,19-08-2014,00629 / WRIGLEY,,Delivery Expenses,00629 / WRIGLEY,750,JOBNO:00629/ AWB/BL.NO.:TAOCB1400193401 dt.24/05/2014/ BE.NO.:5839053 dt.18/06/2014/ SWEETPEARL P200 (MALTITOL)/ 12 PKG/323 KGS/ RFI165-0414,
sales,6489,19-08-2014,00629 / WRIGLEY,,Sample Testing Formalities,00629 / WRIGLEY,2500,JOBNO:00629/ AWB/BL.NO.:TAOCB1400193401 dt.24/05/2014/ BE.NO.:5839053 dt.18/06/2014/ SWEETPEARL P200 (MALTITOL)/ 12 PKG/323 KGS/ RFI165-0414,
sales,6489,19-08-2014,00629 / WRIGLEY,,Service Tax,00629 / WRIGLEY,803.4,JOBNO:00629/ AWB/BL.NO.:TAOCB1400193401 dt.24/05/2014/ BE.NO.:5839053 dt.18/06/2014/ SWEETPEARL P200 (MALTITOL)/ 12 PKG/323 KGS/ RFI165-0414,
sales,6490,19-08-2014,00629 / WRIGLEY,WRIGLEY INDIA PRIVATE LIMITED ,,00629 / WRIGLEY,12500,JOBNO:00629/ AWB/BL.NO.:TAOCB1400193401 dt.24/05/2014/ BE.NO.:5839053 dt.18/06/2014/ SWEETPEARL P200 (MALTITOL)/ 12 PKG/323 KGS/ ,
sales,6490,19-08-2014,00629 / WRIGLEY,,Transport Charges,00629 / WRIGLEY,12500,JOBNO:00629/ AWB/BL.NO.:TAOCB1400193401 dt.24/05/2014/ BE.NO.:5839053 dt.18/06/2014/ SWEETPEARL P200 (MALTITOL)/ 12 PKG/323 KGS/ ,
sales,6490,19-08-2014,00629 / WRIGLEY,,Service Tax,00629 / WRIGLEY,0,JOBNO:00629/ AWB/BL.NO.:TAOCB1400193401 dt.24/05/2014/ BE.NO.:5839053 dt.18/06/2014/ SWEETPEARL P200 (MALTITOL)/ 12 PKG/323 KGS/ ,
sales,6491,19-08-2014,00944 / HONDA,HONDA SIEL POWER PRODUCTS LIMITED,,00944 / HONDA,11797.8,JOBNO:00944/ AWB/BL.NO.:NYKS3023705320 dt.18/07/2014/ BE.NO.:6273726 dt.30/07/2014/ WATER PUMP MODEL:WB20XT3 DRX/ 20 PLT/5960 KGS/ ,
sales,6491,19-08-2014,00944 / HONDA,,Agency charges,00944 / HONDA,4500,JOBNO:00944/ AWB/BL.NO.:NYKS3023705320 dt.18/07/2014/ BE.NO.:6273726 dt.30/07/2014/ WATER PUMP MODEL:WB20XT3 DRX/ 20 PLT/5960 KGS/ ,
sales,6491,19-08-2014,00944 / HONDA,,Labelling Charges,00944 / HONDA,6000,JOBNO:00944/ AWB/BL.NO.:NYKS3023705320 dt.18/07/2014/ BE.NO.:6273726 dt.30/07/2014/ WATER PUMP MODEL:WB20XT3 DRX/ 20 PLT/5960 KGS/ ,
sales,6491,19-08-2014,00944 / HONDA,,Service Tax,00944 / HONDA,1297.8,JOBNO:00944/ AWB/BL.NO.:NYKS3023705320 dt.18/07/2014/ BE.NO.:6273726 dt.30/07/2014/ WATER PUMP MODEL:WB20XT3 DRX/ 20 PLT/5960 KGS/ ,
sales,6492,19-08-2014,00944 / HONDA,HONDA SIEL POWER PRODUCTS LIMITED,,00944 / HONDA,10000,JOBNO:00944/ AWB/BL.NO.:NYKS3023705320 dt.18/07/2014/ BE.NO.:6273726 dt.30/07/2014/ WATER PUMP MODEL:WB20XT3 DRX/ 20 PLT/5960 KGS/ ,
sales,6492,19-08-2014,00944 / HONDA,,Transport Charges,00944 / HONDA,10000,JOBNO:00944/ AWB/BL.NO.:NYKS3023705320 dt.18/07/2014/ BE.NO.:6273726 dt.30/07/2014/ WATER PUMP MODEL:WB20XT3 DRX/ 20 PLT/5960 KGS/ ,
sales,6492,19-08-2014,00944 / HONDA,,Service Tax,00944 / HONDA,0,JOBNO:00944/ AWB/BL.NO.:NYKS3023705320 dt.18/07/2014/ BE.NO.:6273726 dt.30/07/2014/ WATER PUMP MODEL:WB20XT3 DRX/ 20 PLT/5960 KGS/ ,
sales,6493,19-08-2014,00954 / VGN,VGN HOMES PVT LTD,,00954 / VGN,2051393.4,JOBNO:00954/ AWB/BL.NO.:700460003 dt.16/06/2014/ BE.NO.:6285266 dt.30/07/2014/ PROFILES FOR ALUMINIUM ANODIZED VITROCSA WINDOWS (AL-1-1/AL-1-2/AL-10-1/AL10-2/AL-11/AL-12/AL1A-1/AL-2-1/AL-2-2/AL-2A-1/AL-2A-2/AL-3/AL-3A/AL-4/AL-4A/AL-4B/AL-5A-1/AL-5A-2/AL-5A2/AL-6A/AL-6B/AL-7-1/AL-7-2/AL-8/AL-9-1/AL-9-2( 1 SET @ EUR 79541.14/SET)/ 1 CAS/1752.400 KGS/ ,
sales,6493,19-08-2014,00954 / VGN,,Documentation charges,00954 / VGN,250,JOBNO:00954/ AWB/BL.NO.:700460003 dt.16/06/2014/ BE.NO.:6285266 dt.30/07/2014/ PROFILES FOR ALUMINIUM ANODIZED VITROCSA WINDOWS (AL-1-1/AL-1-2/AL-10-1/AL10-2/AL-11/AL-12/AL1A-1/AL-2-1/AL-2-2/AL-2A-1/AL-2A-2/AL-3/AL-3A/AL-4/AL-4A/AL-4B/AL-5A-1/AL-5A-2/AL-5A2/AL-6A/AL-6B/AL-7-1/AL-7-2/AL-8/AL-9-1/AL-9-2( 1 SET @ EUR 79541.14/SET)/ 1 CAS/1752.400 KGS/ ,
sales,6493,19-08-2014,00954 / VGN,,Delivery Expenses,00954 / VGN,750,JOBNO:00954/ AWB/BL.NO.:700460003 dt.16/06/2014/ BE.NO.:6285266 dt.30/07/2014/ PROFILES FOR ALUMINIUM ANODIZED VITROCSA WINDOWS (AL-1-1/AL-1-2/AL-10-1/AL10-2/AL-11/AL-12/AL1A-1/AL-2-1/AL-2-2/AL-2A-1/AL-2A-2/AL-3/AL-3A/AL-4/AL-4A/AL-4B/AL-5A-1/AL-5A-2/AL-5A2/AL-6A/AL-6B/AL-7-1/AL-7-2/AL-8/AL-9-1/AL-9-2( 1 SET @ EUR 79541.14/SET)/ 1 CAS/1752.400 KGS/ ,
sales,6493,19-08-2014,00954 / VGN,,Agency charges,00954 / VGN,30288,JOBNO:00954/ AWB/BL.NO.:700460003 dt.16/06/2014/ BE.NO.:6285266 dt.30/07/2014/ PROFILES FOR ALUMINIUM ANODIZED VITROCSA WINDOWS (AL-1-1/AL-1-2/AL-10-1/AL10-2/AL-11/AL-12/AL1A-1/AL-2-1/AL-2-2/AL-2A-1/AL-2A-2/AL-3/AL-3A/AL-4/AL-4A/AL-4B/AL-5A-1/AL-5A-2/AL-5A2/AL-6A/AL-6B/AL-7-1/AL-7-2/AL-8/AL-9-1/AL-9-2( 1 SET @ EUR 79541.14/SET)/ 1 CAS/1752.400 KGS/ ,
sales,6493,19-08-2014,00954 / VGN,,CFS Charges,00954 / VGN,17192,JOBNO:00954/ AWB/BL.NO.:700460003 dt.16/06/2014/ BE.NO.:6285266 dt.30/07/2014/ PROFILES FOR ALUMINIUM ANODIZED VITROCSA WINDOWS (AL-1-1/AL-1-2/AL-10-1/AL10-2/AL-11/AL-12/AL1A-1/AL-2-1/AL-2-2/AL-2A-1/AL-2A-2/AL-3/AL-3A/AL-4/AL-4A/AL-4B/AL-5A-1/AL-5A-2/AL-5A2/AL-6A/AL-6B/AL-7-1/AL-7-2/AL-8/AL-9-1/AL-9-2( 1 SET @ EUR 79541.14/SET)/ 1 CAS/1752.400 KGS/ ,
sales,6493,19-08-2014,00954 / VGN,,DO CHARGES,00954 / VGN,21180,JOBNO:00954/ AWB/BL.NO.:700460003 dt.16/06/2014/ BE.NO.:6285266 dt.30/07/2014/ PROFILES FOR ALUMINIUM ANODIZED VITROCSA WINDOWS (AL-1-1/AL-1-2/AL-10-1/AL10-2/AL-11/AL-12/AL1A-1/AL-2-1/AL-2-2/AL-2A-1/AL-2A-2/AL-3/AL-3A/AL-4/AL-4A/AL-4B/AL-5A-1/AL-5A-2/AL-5A2/AL-6A/AL-6B/AL-7-1/AL-7-2/AL-8/AL-9-1/AL-9-2( 1 SET @ EUR 79541.14/SET)/ 1 CAS/1752.400 KGS/ ,
sales,6493,19-08-2014,00954 / VGN,,Custom Duty,00954 / VGN,1941911,JOBNO:00954/ AWB/BL.NO.:700460003 dt.16/06/2014/ BE.NO.:6285266 dt.30/07/2014/ PROFILES FOR ALUMINIUM ANODIZED VITROCSA WINDOWS (AL-1-1/AL-1-2/AL-10-1/AL10-2/AL-11/AL-12/AL1A-1/AL-2-1/AL-2-2/AL-2A-1/AL-2A-2/AL-3/AL-3A/AL-4/AL-4A/AL-4B/AL-5A-1/AL-5A-2/AL-5A2/AL-6A/AL-6B/AL-7-1/AL-7-2/AL-8/AL-9-1/AL-9-2( 1 SET @ EUR 79541.14/SET)/ 1 CAS/1752.400 KGS/ ,
sales,6493,19-08-2014,00954 / VGN,,Custom Sundries,00954 / VGN,25000,JOBNO:00954/ AWB/BL.NO.:700460003 dt.16/06/2014/ BE.NO.:6285266 dt.30/07/2014/ PROFILES FOR ALUMINIUM ANODIZED VITROCSA WINDOWS (AL-1-1/AL-1-2/AL-10-1/AL10-2/AL-11/AL-12/AL1A-1/AL-2-1/AL-2-2/AL-2A-1/AL-2A-2/AL-3/AL-3A/AL-4/AL-4A/AL-4B/AL-5A-1/AL-5A-2/AL-5A2/AL-6A/AL-6B/AL-7-1/AL-7-2/AL-8/AL-9-1/AL-9-2( 1 SET @ EUR 79541.14/SET)/ 1 CAS/1752.400 KGS/ ,
sales,6493,19-08-2014,00954 / VGN,,Misc. Expenses,00954 / VGN,7000,JOBNO:00954/ AWB/BL.NO.:700460003 dt.16/06/2014/ BE.NO.:6285266 dt.30/07/2014/ PROFILES FOR ALUMINIUM ANODIZED VITROCSA WINDOWS (AL-1-1/AL-1-2/AL-10-1/AL10-2/AL-11/AL-12/AL1A-1/AL-2-1/AL-2-2/AL-2A-1/AL-2A-2/AL-3/AL-3A/AL-4/AL-4A/AL-4B/AL-5A-1/AL-5A-2/AL-5A2/AL-6A/AL-6B/AL-7-1/AL-7-2/AL-8/AL-9-1/AL-9-2( 1 SET @ EUR 79541.14/SET)/ 1 CAS/1752.400 KGS/ ,
sales,6493,19-08-2014,00954 / VGN,,Service Tax,00954 / VGN,7822.3968,JOBNO:00954/ AWB/BL.NO.:700460003 dt.16/06/2014/ BE.NO.:6285266 dt.30/07/2014/ PROFILES FOR ALUMINIUM ANODIZED VITROCSA WINDOWS (AL-1-1/AL-1-2/AL-10-1/AL10-2/AL-11/AL-12/AL1A-1/AL-2-1/AL-2-2/AL-2A-1/AL-2A-2/AL-3/AL-3A/AL-4/AL-4A/AL-4B/AL-5A-1/AL-5A-2/AL-5A2/AL-6A/AL-6B/AL-7-1/AL-7-2/AL-8/AL-9-1/AL-9-2( 1 SET @ EUR 79541.14/SET)/ 1 CAS/1752.400 KGS/ ,
sales,6494,19-08-2014,00954 / VGN,VGN HOMES PVT LTD,,00954 / VGN,14432.6,JOBNO:00954/ AWB/BL.NO.:700460003 dt.16/06/2014/ BE.NO.:6285266 dt.30/07/2014/ PROFILES FOR ALUMINIUM ANODIZED VITROCSA WINDOWS (AL-1-1/AL-1-2/AL-10-1/AL10-2/AL-11/AL-12/AL1A-1/AL-2-1/AL-2-2/AL-2A-1/AL-2A-2/AL-3/AL-3A/AL-4/AL-4A/AL-4B/AL-5A-1/AL-5A-2/AL-5A2/AL-6A/AL-6B/AL-7-1/AL-7-2/AL-8/AL-9-1/AL-9-2( 1 SET @ EUR 79541.14/SET)/ 1 CAS/1752.400 KGS/ ,
sales,6494,19-08-2014,00954 / VGN,,Transport Charges,00954 / VGN,14000,JOBNO:00954/ AWB/BL.NO.:700460003 dt.16/06/2014/ BE.NO.:6285266 dt.30/07/2014/ PROFILES FOR ALUMINIUM ANODIZED VITROCSA WINDOWS (AL-1-1/AL-1-2/AL-10-1/AL10-2/AL-11/AL-12/AL1A-1/AL-2-1/AL-2-2/AL-2A-1/AL-2A-2/AL-3/AL-3A/AL-4/AL-4A/AL-4B/AL-5A-1/AL-5A-2/AL-5A2/AL-6A/AL-6B/AL-7-1/AL-7-2/AL-8/AL-9-1/AL-9-2( 1 SET @ EUR 79541.14/SET)/ 1 CAS/1752.400 KGS/ ,
sales,6494,19-08-2014,00954 / VGN,,Service Tax,00954 / VGN,432.6,JOBNO:00954/ AWB/BL.NO.:700460003 dt.16/06/2014/ BE.NO.:6285266 dt.30/07/2014/ PROFILES FOR ALUMINIUM ANODIZED VITROCSA WINDOWS (AL-1-1/AL-1-2/AL-10-1/AL10-2/AL-11/AL-12/AL1A-1/AL-2-1/AL-2-2/AL-2A-1/AL-2A-2/AL-3/AL-3A/AL-4/AL-4A/AL-4B/AL-5A-1/AL-5A-2/AL-5A2/AL-6A/AL-6B/AL-7-1/AL-7-2/AL-8/AL-9-1/AL-9-2( 1 SET @ EUR 79541.14/SET)/ 1 CAS/1752.400 KGS/ ,
